name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"42.3572011,-71.0791449",2024-09-30,67.6,53.4,61.1,67.6,53.4,61.1,55.6,82.6,0,0,0,,0,0,10.3,8.1,110.8,1018.1,69,9.7,98.8,8.4,6,10,2024-09-30T06:40:53,2024-09-30T18:26:43,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-10-01,65.3,56.4,61,65.3,56.4,61,55.3,82,0,0,0,,0,0,21.9,15.9,51.2,1019.7,85.1,9.3,41.4,3.6,2,10,2024-10-01T06:41:58,2024-10-01T18:24:59,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-10-02,64.4,55.9,60.1,64.4,55.9,60.1,51.8,74.6,0,0,0,,0,0,12.8,13.5,68.1,1017.3,73.6,9.9,69.1,5.9,6,10,2024-10-02T06:43:04,2024-10-02T18:23:15,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-10-03,68.2,54.1,61.2,68.2,54.1,61.2,53.7,77,0,0,0,,0,0,12.8,15.3,149.3,1019.7,54.6,9.8,102,8.7,5,10,2024-10-03T06:44:11,2024-10-03T18:21:31,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-10-04,72,55.1,63,72,55.1,63,55.9,78.4,0,0,0,,0,0,18.3,12.2,186.7,1022.2,71.9,9.7,88.7,7.6,4,10,2024-10-04T06:45:17,2024-10-04T18:19:48,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-10-05,70.3,57.3,62.2,70.3,57.3,62.2,54.4,76.2,0.002,100,8.33,rain,0,0,20.8,13.3,297.1,1020.1,56.7,9.8,60.3,5.1,5,10,2024-10-05T06:46:24,2024-10-05T18:18:06,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-10-06,61.5,49.9,56.3,61.5,48,56.3,47.2,71.7,0,0,0,,0,0,13.9,13.5,70.5,1019.4,41.5,9.8,73,6.2,5,10,2024-10-06T06:47:31,2024-10-06T18:16:23,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-10-07,60.7,53.5,57.2,60.7,53.5,57.2,53.3,87,0.383,100,41.67,rain,0,0,19.5,13.4,165.7,1010.9,96.1,8.4,14,1,1,10,2024-10-07T06:48:38,2024-10-07T18:14:42,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-10-08,65.8,50.3,57.4,65.8,50.3,57.4,42.2,60.4,0,0,0,,0,0,19.7,12.4,297.7,1010.7,32.6,9.7,75.8,6.5,6,10,2024-10-08T06:49:46,2024-10-08T18:13:01,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-10-09,63.1,50.8,56.4,63.1,50.8,56.4,39.1,53.9,0,0,0,,0,0,23.9,15.8,287.6,1011.4,56.6,9.8,85.8,7.3,6,10,2024-10-09T06:50:53,2024-10-09T18:11:20,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-10-10,59,46.8,52.6,59,41.5,50.7,37.8,58.2,0,0,0,,0,0,29.1,20.2,301.9,1014,51.5,9.9,78.8,6.8,5,10,2024-10-10T06:52:02,2024-10-10T18:09:41,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-10-11,68.1,46.8,56.6,68.1,42.1,55.1,37.6,50.7,0,0,0,,0,0,24,14.1,270.8,1013.6,15.2,9.9,71.7,6.2,6,10,2024-10-11T06:53:10,2024-10-11T18:08:01,0.3,Clear,Clear conditions throughout the day.,clear-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-10-12,72,54.2,62.5,72,54.2,62.5,33,37,0,0,0,,0,0,38.4,23.4,268.9,1008.8,25,9.9,70.8,6.1,6,10,2024-10-12T06:54:19,2024-10-12T18:06:23,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-10-13,53.3,44.9,49.6,53.3,43.8,48.4,38.3,66.3,0.102,100,25,rain,0,0,18.3,14.1,24,1013.5,69.4,9.8,10.7,0.9,0,10,2024-10-13T06:55:28,2024-10-13T18:04:45,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-10-14,52.8,45.9,50.8,52.8,40.1,49.8,47.9,89.8,0.195,100,41.67,rain,0,0,33.7,20.3,332.2,1003.6,92.9,6.9,10.8,1,0,10,2024-10-14T06:56:37,2024-10-14T18:03:08,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-10-15,54,42.3,47.8,54,36,44.2,34.5,61.2,0,0,0,,0,0,29.7,17.3,273.4,1007.7,36.7,9.9,73.5,6.4,5,10,2024-10-15T06:57:47,2024-10-15T18:01:32,0.44,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
