name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"42.3572011,-71.0791449",2024-08-09T17:00:00,84.8,91.7,73.2,68.32,0,0,,0,0,44.3,30.1,190,1011.7,94.9,9.9,82,0.3,1,10,Overcast,wind,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T18:00:00,82.2,87.3,72.2,71.74,0,0,,0,0,38.6,20.8,190,1011.5,95.7,9.9,36,0.1,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T19:00:00,79.3,79.3,74,83.93,0.001,100,rain,0,0,32.8,22.9,199,1010.9,96.3,8.8,16,0.1,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T20:00:00,79.2,79.2,74,84.18,0,0,,0,0,33.6,22.2,190,1010.8,96.3,9.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T21:00:00,79.1,79.1,74,84.59,0,0,,0,0,35.5,22.3,189,1010.5,99.8,9.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T22:00:00,79.1,79.1,74,84.59,0,0,,0,0,35.9,19.6,199,1010.4,96.8,9.8,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T23:00:00,78.2,78.2,74,87.03,0,0,,0,0,36.9,23.3,190,1010,96.8,9.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T00:00:00,75.9,75.9,74,93.81,0.172,100,rain,0,0,35,18.9,190,1009.9,100,7.1,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T01:00:00,77,77,74,90.5,0.011,100,rain,0,0,24.9,13.7,199,1009.8,99.5,9.9,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T02:00:00,75.9,75.9,73.9,93.5,0.067,100,rain,0,0,32.1,21.8,200,1009.5,100,4.2,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T03:00:00,75.1,75.1,72,90.31,0.007,100,rain,0,0,34.4,12.4,199,1008.8,100,9.9,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T04:00:00,74.9,74.9,72,90.73,0.001,100,rain,0,0,24.2,13.4,210,1008.7,100,9.5,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T05:00:00,75,75,73.1,93.93,0.001,100,rain,0,0,18.3,14.3,220,1008.9,100,3.7,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T06:00:00,75,75,73.1,93.92,0.018,100,rain,0,0,17.2,12.1,223,1009.5,100,9.5,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T07:00:00,75,75,74,96.69,0,0,,0,0,16.1,10,240,1010.1,89.6,9.9,35,0.1,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T08:00:00,75.9,75.9,73.1,91.22,0.009,100,rain,0,0,20.8,8.7,268,1010.5,89.8,7.1,76,0.3,1,10,"Rain, Partially cloudy",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T09:00:00,79,79,72.1,79.5,0.007,100,rain,0,0,12.8,4.8,242,1010.6,86.5,9.9,472,1.7,5,10,"Rain, Partially cloudy",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T10:00:00,82.1,87,72.1,71.82,0,0,,0,0,12.8,6.9,241,1010.7,48.9,9.9,664,2.4,7,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T11:00:00,84.7,90,71.2,64.01,0,0,,0,0,11.4,9,255,1010.8,50,9.9,174,0.6,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T12:00:00,84.9,89.5,70.1,61.38,0,0,,0,0,18.3,8.2,249,1010.7,50.6,9.9,511,1.8,5,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T13:00:00,86,88.3,66.1,51.53,0,0,,0,0,21.8,14.7,242,1010.7,47.9,9.9,866,3.1,9,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T14:00:00,87.1,89,65.2,48.25,0,0,,0,0,20.8,11.2,232,1010.4,47.9,9.9,351,1.3,4,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T15:00:00,87.2,88.6,64.1,46.44,0,0,,0,0,27.1,16.8,259,1010.4,47.9,9.9,56,0.2,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T16:00:00,88.8,89,61.3,39.79,0,0,,0,0,25.2,14.6,269,1010.3,45.2,9.9,40,0.1,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T17:00:00,85.9,85.7,60.2,42.09,0,0,,0,0,21.9,14.6,289,1010.5,24.2,9.9,25,0.1,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T18:00:00,84.7,83.5,55.4,36.82,0,0,,0,0,24,14.7,271,1010.5,24.2,9.9,19,0.1,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T19:00:00,82,81.7,56.9,42.44,0,0,,0,0,24.2,17.5,281,1011.1,24.2,9.9,16,0.1,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T20:00:00,79.7,79.7,56.2,44.57,0,0,,0,0,11.4,9.8,282,1011.6,46.6,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T21:00:00,78.3,78.3,56.4,46.99,0,0,,0,0,18.3,8.5,290,1012.4,24.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T22:00:00,76.1,76.1,56.5,50.75,0,0,,0,0,10.3,8.6,290,1012.8,80.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10T23:00:00,75.9,75.9,56.4,50.84,0,0,,0,0,10.3,8.5,281,1013.1,80.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T00:00:00,74.8,74.8,56.5,52.95,0,0,,0,0,11.4,7.4,290,1013.5,80.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T01:00:00,74,74,57.3,55.97,0,0,,0,0,11.4,8.4,290,1014,93.1,9.9,0,0,0,3,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T02:00:00,73.3,73.3,57.4,57.43,0,0,,0,0,12.8,9.3,293,1014.2,100,9.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T03:00:00,71.2,71.2,56.4,59.54,0,0,,0,0,11.4,5.3,303,1014.1,84.8,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T04:00:00,70.3,70.3,56.4,61.41,0,0,,0,0,9.2,6.3,303,1014.3,52,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T05:00:00,70.3,70.3,55.4,59.16,0,0,,0,0,8.1,5.5,292,1014.3,24.8,9.7,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T06:00:00,69.1,69.1,54.3,59.28,0,0,,0,0,8.1,9.3,284,1014.8,24.2,9.9,5,0,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T07:00:00,69.3,69.3,55.5,61.5,0,0,,0,0,8.1,9.5,300,1015.3,24.2,9.9,53,0.2,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T08:00:00,71.8,71.8,55.3,56.26,0,0,,0,0,8.1,7.6,282,1015.5,45.2,9.9,348,1.3,3,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T09:00:00,74,74,54.3,50.17,0,0,,0,0,9.2,7.8,306,1015.5,45.2,9.9,532,1.9,5,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T10:00:00,76.9,76.9,53.4,44.06,0,0,,0,0,9.2,6.6,311,1015.3,67.3,9.9,618,2.2,6,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T11:00:00,78.2,78.2,56.1,46.56,0,0,,0,0,10.3,7.5,146,1015.2,80.2,9.9,811,2.9,8,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T12:00:00,75.4,75.4,56,51.07,0,0,,0,0,12.8,8.1,159,1014.9,67.3,9.9,279,1,3,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T13:00:00,82,81.4,55.2,39.82,0,0,,0,0,20.7,12.5,230,1014.6,80.2,9.9,894,3.2,9,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T14:00:00,81,80.7,55.1,40.98,0,0,,0,0,23.9,15.4,222,1013.8,67.3,9.9,162,0.6,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T15:00:00,81,80.4,52.4,37.06,0,0,,0,0,26.2,15.6,242,1013.4,88.7,9.9,181,0.7,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T16:00:00,82.1,81.2,53.3,37.06,0,0,,0,0,20.8,16.6,223,1012.8,50,9.9,49,0.2,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T17:00:00,81,80.8,55.2,41.18,0,0,,0,0,21.8,13.5,223,1012.7,50,9.9,51,0.2,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T18:00:00,79.2,79.2,56.1,45.22,0,0,,0,0,20.8,14.6,211,1012.4,25.5,9.9,19,0.1,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T19:00:00,78,78,57.1,48.71,0,0,,0,0,12.8,14.1,209,1012.4,24.2,9.9,8,0,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T20:00:00,75.5,75.5,59.1,56.79,0,0,,0,0,12.8,10.8,199,1012.8,45.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T21:00:00,73.6,73.6,60.2,62.98,0,0,,0,0,12.8,8.9,198,1013,80.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T22:00:00,72.8,72.8,59,61.94,0,0,,0,0,12.8,9.8,211,1013.4,80.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11T23:00:00,72.7,72.7,58,59.98,0,0,,0,0,13.9,12.1,239,1013.4,80.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T00:00:00,70.8,70.8,58,63.96,0,0,,0,0,25.3,15.4,270,1013.9,46.5,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T01:00:00,69.7,69.7,57.8,65.8,0,0,,0,0,10.3,9.9,289,1013.8,0,9.9,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T02:00:00,68.6,68.6,56.9,66.46,0,0,,0,0,9.2,6.5,280,1013.3,24.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T03:00:00,67.2,67.2,55.2,65.36,0,0,,0,0,9.2,9.5,270,1013.2,24.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T04:00:00,65.2,65.2,55.1,69.83,0,0,,0,0,10.3,5.4,265,1013.2,45.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T05:00:00,65.3,65.3,54,67.01,0,0,,0,0,11.4,7.5,253,1013.2,24.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T06:00:00,64.5,64.5,54,68.83,0,0,,0,0,19.7,10.5,262,1013.6,24.2,9.9,5,0,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T07:00:00,66.3,66.3,54.1,64.82,0,0,,0,0,11.4,9.8,278,1013.9,24.2,9.9,51,0.2,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T08:00:00,67.8,67.8,55.3,64.18,0,0,,0,0,18.3,9,278,1014,24.2,9.9,347,1.2,3,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T09:00:00,70,70,55.3,59.57,0,0,,0,0,13.9,8.1,270,1013.9,24.2,9.9,534,1.9,5,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T10:00:00,72,72,54.2,53.4,0,0,,0,0,13.9,11,291,1014.1,24.2,9.9,688,2.5,7,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T11:00:00,74.9,74.9,55.2,50.3,0,0,,0,0,18.3,3.9,283,1013.9,24.2,9.9,809,2.9,8,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T12:00:00,75.1,75.1,54.2,48.35,0,0,,0,0,15,8.1,270,1013.5,49.2,9.9,839,3,8,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T13:00:00,78.1,78.1,54.1,43.51,0,0,,0,0,15,14.4,252,1013.1,50.6,9.9,119,0.4,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T14:00:00,78.1,78.1,55.2,45.29,0,0,,0,0,20.2,11.2,279,1012.5,88.7,9.9,235,0.8,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T15:00:00,77,77,54.2,45.27,0,0,,0,0,22,13.7,289,1012,87,9.9,170,0.6,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T16:00:00,76,76,54.3,47.09,0,0,,0,0,19.5,10.3,278,1012,88.7,9.9,141,0.5,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T17:00:00,78.7,78.7,56.5,46.44,0.001,100,rain,0,0,24.2,16.1,253,1011.8,89.2,9.9,56,0.2,1,10,"Rain, Partially cloudy",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T18:00:00,74.1,74.1,57.1,55.37,0,0,,0,0,20.8,13.5,307,1012.1,88.7,9.9,63,0.2,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T19:00:00,72.6,72.6,58.2,60.53,0,0,,0,0,15,9.5,246,1012.1,82.8,9.9,12,0,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T20:00:00,71.4,71.4,58.3,63.13,0,0,,0,0,12.8,8.5,263,1012.5,87,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T21:00:00,70.7,70.7,55.6,58.77,0,0,,0,0,12.8,10.9,288,1013.2,82.9,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T22:00:00,69.4,69.4,55.5,61.13,0,0,,0,0,12.8,9.8,270,1013.4,25.5,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12T23:00:00,68.5,68.5,57.1,66.88,0,0,,0,0,10.3,9.6,290,1013.4,24.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T00:00:00,66.2,66.2,56.9,71.98,0,0,,0,0,10.3,8.4,301,1013.3,0,9.9,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T01:00:00,65.5,65.5,56.9,73.81,0,0,,0,0,10.3,8.4,290,1013.4,24.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T02:00:00,64.3,64.3,56.8,76.52,0,0,,0,0,10.3,10.5,277,1013,25.6,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T03:00:00,63.5,63.5,56,76.43,0,0,,0,0,10.3,11.5,303,1013,24.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T04:00:00,64.3,64.3,55.8,74.13,0,0,,0,0,10.3,10.8,283,1013.1,0,9.9,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T05:00:00,63.6,63.6,56,76.28,0,0,,0,0,10.3,9.9,295,1013.6,24.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T06:00:00,63.4,63.4,55.9,76.39,0,0,,0,0,10.3,10.6,299,1014,24.2,9.7,4,0,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T07:00:00,64.5,64.5,56.1,74.09,0,0,,0,0,11.4,10.5,290,1014.4,0,9.9,49,0.2,0,10,Clear,clear-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T08:00:00,66.8,66.8,56.2,68.87,0,0,,0,0,20.8,10.9,300,1014.6,0,9.9,350,1.3,4,10,Clear,clear-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T09:00:00,71,71,57.9,63.27,0,0,,0,0,11.4,10,321,1014.7,24.2,9.9,521,1.9,5,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T10:00:00,73.1,73.1,57.8,58.8,0,0,,0,0,11.4,10.2,291,1014.8,24.2,9.9,630,2.3,6,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T11:00:00,75,75,57.9,55.37,0,0,,0,0,11.4,6,324,1014.7,45.2,9.9,738,2.7,7,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T12:00:00,77,77,57,50.12,0,0,,0,0,17.2,10.2,267,1014.3,45.2,9.9,810,2.9,8,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T13:00:00,78.3,78.3,55.3,45.06,0,0,,0,0,17.2,8,310,1013.9,47.9,9.9,789,2.8,8,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T14:00:00,79.2,79.2,56.1,45.1,0,0,,0,0,18.3,8.2,283,1013.5,47.5,9.9,204,0.7,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T15:00:00,80.2,80.4,56.2,43.8,0,0,,0,0,19.7,11.3,311,1013.3,85,9.9,97,0.3,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T16:00:00,82,81.7,57,42.55,0,0,,0,0,19.7,11.1,311,1013.2,83.9,9.9,84,0.3,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T17:00:00,80.1,80.3,56.2,44.01,0,0,,0,0,9.2,11,310,1013.6,82.9,9.9,62,0.2,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T18:00:00,80,80,57.2,45.7,0,0,,0,0,8.1,9.9,339,1013.7,81.5,9.9,39,0.1,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T19:00:00,78.1,78.1,57.9,50.05,0,0,,0,0,6.9,8.7,348,1014.1,45.2,9.9,16,0.1,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T20:00:00,76.3,76.3,57.4,52.02,0,0,,0,0,5.8,6.4,339,1014.5,45.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T21:00:00,75.9,75.9,57.3,52.54,0,0,,0,0,5.8,5.3,341,1015.1,45.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T22:00:00,73.8,73.8,57.2,56.25,0,0,,0,0,5.8,5.3,293,1015.4,24.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13T23:00:00,72.8,72.8,58,59.68,0,0,,0,0,6.9,6.3,293,1015.6,24.2,9.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
